pH,Chlorine_Level,Turbidity,NPK_Ratio,Conductivity,Industrial_Waste,Lead_Concentration,Flow_Rate,Water_Pressure,Road_Segment_ID,Terminal_Point_A,Terminal_Point_B,Road_Level,Capacity,Speed_Limit,Pipe_Diameter,Pipe_Length,Pipe_Age,Temperature,Humidity,Barometric_Pressure,Wind_Speed,Weather,Toxication_Level,Water_Quality_Label
7.41,4.66,1.07,6.49,397.44,56.32,0.0367,103.17,40.09,1108,93,18,Collector,2205,40,141.03,547.61,25,14.14,18.77,996.97,24.18,Stormy,18.28,Safe
7.27,2.6,1.76,4.77,761.2,1.82,0.0276,82.95,57.04,1126,45,86,Collector,1712,70,342.01,734.72,96,8.77,59.58,1044.39,12.8,Cloudy,84.96,Unsafe
8.46,4.47,1.46,8.36,1304.37,55.78,0.0179,122.83,57.75,1784,65,55,Collector,579,50,1073.76,226.48,64,38.63,56.1,981.44,31.25,Cloudy,30.92,Safe
7.28,2.38,3.34,2.52,1214.54,52.18,0.0458,94.85,34.9,1050,9,83,Arterial,2987,70,813.37,26.35,17,38.92,72.21,1031.22,2.75,Sunny,7.85,Safe
6.66,1.53,4.14,4.44,769.1,4.28,0.0004,55.2,64.49,1568,65,16,Collector,2797,30,1156.71,787.32,51,9.43,81.83,1026.58,33.92,Sunny,79.91,Unsafe
6.68,4.6,0.96,5.51,1189.16,68.94,0.0161,147.63,75.66,1554,66,85,Collector,2583,30,97.51,300.27,28,-3.1,85.4,998.86,38.85,Stormy,19.23,Safe
7.68,2.06,2.81,5.29,1160.31,57.23,0.0473,30.27,58.76,1041,69,49,Collector,1950,70,453.72,168.06,13,5.84,56.66,991.09,11.62,Cloudy,12.59,Safe
7.7,2.62,1.84,9.25,889.57,62.31,0.0249,111.11,91.63,1028,30,64,Arterial,2698,30,519.77,596.66,24,6.3,60.34,990.98,10.88,Rainy,34.75,Safe
7.34,1.78,2.53,3.28,369.47,52.98,0.0312,68.93,99.33,1500,11,57,Collector,2688,70,431.93,379.28,53,19.52,67.1,992.56,45.14,Stormy,72.32,Unsafe
7.36,3.38,3.1,1.04,554.61,72.2,0.0266,193.64,62.29,1085,18,39,Collector,544,70,341.9,272.86,27,18.83,97.55,1036.56,22.74,Cloudy,17.01,Safe
6.61,4.98,4.47,9.21,287.89,52.5,0.0199,67.68,97.82,1360,34,68,Collector,2235,50,576.67,709.93,79,16.75,16.62,998.85,7.47,Rainy,49.43,Safe
7.53,0.32,0.96,2.56,60.37,92.23,0.0333,74.78,71.72,1225,48,15,Collector,1957,50,829.53,968.12,44,-1.44,60.01,981.82,2.13,Rainy,35.38,Safe
7.51,4.52,0.44,4.1,166.76,94.35,0.0383,144.35,62.3,1694,6,12,Arterial,2135,50,259.11,531.61,91,28.66,12.56,1015.08,39.89,Sunny,0.62,Safe
6.8,0.22,3.14,5.54,1151.46,72.67,0.0182,34.41,89.6,1197,25,80,Arterial,2969,30,959.48,778.58,48,1.4,75.76,1039.0,4.6,Sunny,33.73,Safe
6.71,1.95,1.97,9.77,98.55,91.18,0.0295,71.68,97.32,1682,25,64,Collector,610,30,296.99,843.25,65,32.41,81.39,1019.05,22.67,Cloudy,48.54,Safe
6.75,1.01,0.81,5.59,629.79,92.32,0.0041,142.22,99.92,1827,72,93,Arterial,2962,40,1165.78,489.22,99,3.23,11.73,982.92,13.95,Rainy,20.47,Safe
6.7,3.84,0.59,4.75,1479.38,26.2,0.0274,15.84,80.73,1680,89,89,Arterial,2345,70,948.31,511.0,52,24.26,85.53,981.7,42.5,Cloudy,22.67,Safe
7.72,0.44,2.79,6.04,1203.1,99.39,0.0374,69.09,58.82,1730,19,77,Arterial,2748,70,422.98,720.92,94,37.04,46.18,998.53,26.38,Sunny,10.46,Safe
6.89,2.86,1.5,9.72,1138.4,26.74,0.0293,11.57,43.68,1432,62,20,Collector,1019,50,722.86,925.9,20,4.95,36.63,996.33,37.47,Stormy,28.79,Safe
7.0,1.62,4.99,8.27,448.33,1.85,0.0439,38.54,64.64,1333,33,34,Arterial,2815,30,490.43,818.45,80,32.84,21.37,1034.34,36.78,Cloudy,62.63,Unsafe
6.85,0.84,2.03,2.11,980.51,96.22,0.0143,124.8,82.2,1083,38,19,Local,909,50,1197.72,784.37,5,7.7,19.73,981.27,27.35,Rainy,72.6,Unsafe
8.42,3.9,1.06,8.13,773.13,22.37,0.0246,96.78,22.15,1154,54,75,Collector,2417,30,599.34,777.82,68,28.04,41.31,984.06,20.57,Rainy,93.78,Unsafe
8.21,1.24,3.14,8.49,954.55,58.41,0.0044,39.64,41.41,1386,27,93,Arterial,2943,30,831.17,475.52,48,41.71,45.63,1041.93,37.31,Sunny,85.54,Unsafe
6.96,1.27,1.22,7.06,681.93,97.07,0.035,24.82,48.37,1080,94,92,Collector,1620,70,782.35,862.07,78,10.37,98.68,1043.01,39.98,Cloudy,10.76,Safe
7.16,1.52,2.47,6.74,819.9,4.95,0.0221,20.7,82.4,1195,95,19,Collector,1773,30,396.84,364.48,5,36.17,93.33,1040.39,42.22,Cloudy,74.74,Unsafe
6.92,3.02,2.41,4.69,1483.17,26.93,0.0265,26.22,69.08,1809,33,82,Local,1652,30,492.14,611.75,74,1.52,95.03,1000.12,40.33,Rainy,53.87,Unsafe
7.48,3.37,2.27,6.6,527.5,60.88,0.0064,28.25,54.06,1460,90,49,Arterial,642,70,628.43,145.74,46,29.97,39.03,998.25,41.31,Rainy,54.01,Unsafe
6.54,0.28,3.98,7.51,363.86,76.26,0.0499,26.4,93.54,1181,50,29,Collector,2326,40,335.33,653.55,11,6.59,29.64,1026.16,41.41,Stormy,31.01,Safe
7.84,1.36,1.08,1.67,700.32,80.74,0.0386,20.47,63.05,1896,16,20,Local,2638,70,278.47,752.54,22,10.42,19.72,1039.57,42.9,Cloudy,46.83,Safe
7.55,2.27,4.52,2.94,810.26,88.38,0.02,142.44,77.91,1639,51,28,Local,507,30,1161.19,416.66,13,10.69,47.45,1020.79,20.07,Sunny,71.72,Unsafe
8.3,1.79,3.96,2.34,174.16,16.84,0.0285,188.84,72.44,1232,26,8,Arterial,2041,30,375.55,517.41,41,30.73,41.76,982.13,33.58,Sunny,76.27,Unsafe
6.83,4.44,1.67,8.49,1218.66,37.0,0.0309,172.64,88.68,1916,50,40,Local,1929,30,445.27,25.95,62,28.08,37.92,1037.74,49.07,Sunny,45.03,Safe
8.11,3.98,0.9,6.96,661.98,71.43,0.048,60.51,84.99,1066,31,46,Collector,2151,30,994.31,905.22,38,3.21,16.09,1016.61,1.54,Stormy,70.52,Unsafe
8.08,3.2,1.4,4.78,649.12,71.53,0.0384,48.81,99.12,1814,61,56,Arterial,1947,30,951.44,816.28,25,37.17,43.44,1010.88,27.55,Sunny,70.94,Unsafe
6.75,1.82,1.66,8.35,1005.32,30.81,0.0175,19.1,50.34,1344,95,99,Arterial,1431,70,228.86,736.36,75,10.41,85.75,980.65,1.83,Rainy,91.21,Unsafe
7.3,3.56,2.78,7.31,1171.2,30.42,0.0489,39.65,33.19,1361,35,69,Collector,2791,40,235.41,77.21,80,10.13,67.04,1047.58,28.73,Cloudy,42.53,Safe
6.84,4.25,0.23,9.18,1479.61,32.06,0.0151,117.88,80.79,1619,68,41,Arterial,698,70,244.47,226.31,28,3.92,87.66,1017.58,43.46,Cloudy,23.66,Safe
7.01,3.06,4.57,1.23,301.6,89.21,0.0288,199.64,89.98,1058,8,89,Arterial,1376,70,702.47,989.18,85,3.98,15.17,1029.59,39.08,Rainy,34.73,Safe
7.03,3.97,0.49,5.34,551.06,90.95,0.035,173.22,24.35,1384,70,84,Local,1906,50,995.89,464.76,9,21.05,32.57,980.34,36.94,Cloudy,42.13,Safe
7.61,3.8,1.4,7.21,293.97,1.48,0.0136,107.84,46.63,1269,80,71,Local,1847,30,896.73,878.49,70,13.65,33.58,981.85,8.27,Sunny,19.66,Safe
7.32,2.94,0.55,2.47,1327.24,32.5,0.0478,90.46,84.58,1225,16,28,Local,855,30,494.21,681.1,18,15.65,59.29,986.37,27.45,Stormy,11.69,Safe
8.4,1.7,1.28,3.61,845.32,39.2,0.0108,38.09,74.67,1381,49,25,Collector,1722,60,719.67,812.02,93,14.52,95.68,980.81,18.97,Rainy,91.32,Unsafe
6.75,3.78,4.19,4.48,1286.04,98.24,0.0221,89.53,80.42,1551,78,56,Collector,1305,30,860.17,613.75,26,29.25,97.89,1020.86,12.83,Rainy,29.2,Safe
8.45,1.19,3.08,8.05,1478.58,94.42,0.009,123.02,63.46,1450,6,58,Arterial,1322,40,62.28,199.11,38,-0.85,89.84,987.65,43.51,Rainy,93.75,Unsafe
6.96,3.94,1.14,5.19,847.8,62.83,0.0437,123.14,50.55,1776,61,92,Arterial,1871,70,996.66,519.1,16,10.29,48.6,1045.81,21.9,Cloudy,70.6,Unsafe
8.05,4.06,4.36,5.18,221.32,4.58,0.0111,115.93,84.91,1836,82,77,Arterial,1283,40,951.52,842.45,72,42.95,86.85,1044.39,6.67,Cloudy,30.31,Safe
7.18,4.15,4.0,4.59,573.84,19.12,0.0017,166.56,64.36,1408,54,94,Arterial,2464,60,899.54,911.09,46,19.06,89.94,995.73,38.76,Stormy,31.13,Safe
6.79,2.47,3.77,2.67,102.47,43.42,0.0019,106.92,61.2,1703,54,72,Arterial,2316,30,1158.99,709.63,92,1.53,62.81,1014.58,7.92,Rainy,29.04,Safe
8.22,1.12,4.24,9.27,1281.49,95.9,0.0207,99.84,78.79,1315,96,67,Arterial,845,60,59.37,674.79,87,20.09,41.48,1011.06,26.47,Sunny,44.51,Safe
7.12,0.68,3.1,3.52,75.94,9.47,0.0261,68.1,35.27,1544,44,80,Collector,1801,50,998.27,633.02,48,36.88,51.88,1007.22,32.21,Cloudy,5.43,Safe
7.82,3.77,2.51,5.89,908.67,79.14,0.0021,44.25,66.88,1260,33,80,Local,2371,50,588.74,571.3,31,13.04,59.46,1012.0,43.34,Cloudy,10.99,Safe
7.63,4.45,1.87,1.91,203.89,19.12,0.0046,10.27,44.35,1715,32,87,Arterial,710,60,922.56,891.15,3,22.12,64.54,1004.26,26.05,Sunny,2.39,Safe
7.44,3.32,1.12,4.63,60.96,50.79,0.0049,71.2,21.72,1819,79,10,Arterial,2340,60,84.82,771.3,16,40.73,31.95,998.83,2.29,Rainy,7.41,Safe
7.49,0.89,2.79,9.09,421.42,76.7,0.0334,130.29,79.91,1102,26,6,Local,1321,30,117.57,720.75,13,22.79,25.89,996.13,33.31,Rainy,42.65,Safe
7.96,4.69,4.45,9.96,850.19,69.25,0.015,116.19,57.97,1842,95,83,Collector,1726,40,194.84,416.16,69,27.89,59.34,1034.58,16.34,Sunny,5.06,Safe
6.68,4.95,2.97,3.94,158.88,77.57,0.0281,110.8,92.26,1672,3,38,Arterial,1524,30,262.77,467.28,24,-3.92,41.7,990.64,16.0,Cloudy,41.18,Safe
7.84,2.28,4.6,1.96,941.59,81.36,0.0037,156.75,60.01,1271,92,90,Arterial,1217,60,212.37,441.07,73,35.2,78.05,987.65,7.74,Cloudy,85.21,Unsafe
8.29,3.06,1.78,3.49,1024.39,30.57,0.0446,54.24,20.82,1770,94,18,Arterial,608,70,441.32,998.51,79,36.53,49.63,983.87,20.31,Sunny,40.01,Safe
6.62,3.93,3.48,3.61,1456.06,36.4,0.0152,138.92,52.7,1772,35,91,Collector,616,60,405.13,922.42,6,24.82,31.34,989.28,30.33,Stormy,23.39,Safe
6.78,3.73,3.24,6.62,1354.33,81.57,0.0389,125.36,33.69,1231,26,20,Collector,2928,50,298.53,115.23,88,-0.43,44.05,985.17,0.23,Cloudy,34.34,Safe
7.93,4.85,3.35,5.21,871.85,3.86,0.0413,74.41,93.69,1957,71,6,Collector,2727,50,226.05,476.44,98,43.73,77.66,998.37,28.19,Cloudy,54.94,Unsafe
7.37,0.75,3.23,7.8,1200.38,51.45,0.0494,51.52,55.66,1119,66,81,Local,1085,70,825.98,273.73,66,29.21,12.15,1013.69,47.52,Sunny,5.07,Safe
7.31,2.99,1.11,7.16,577.28,92.04,0.0371,116.91,60.86,1530,29,30,Arterial,2447,30,597.47,306.47,5,17.18,76.31,1036.2,38.06,Sunny,45.45,Safe
6.77,3.52,0.72,2.89,899.28,88.5,0.0221,189.58,49.24,1879,45,16,Local,1693,50,1144.66,25.53,92,38.79,29.46,1015.66,18.14,Stormy,57.24,Unsafe
7.51,4.47,4.89,7.95,634.86,80.43,0.0076,24.51,61.78,1394,21,25,Arterial,1293,50,997.81,140.86,96,15.38,61.55,1016.14,44.04,Rainy,81.8,Unsafe
6.75,4.4,0.23,8.55,538.71,2.15,0.0024,191.07,26.62,1468,68,51,Local,2825,40,914.79,592.85,18,27.1,43.11,1041.67,34.28,Stormy,65.67,Unsafe
7.45,4.89,2.34,6.18,1105.08,88.77,0.0443,98.3,56.7,1891,14,16,Local,530,70,148.58,662.3,43,6.2,67.81,1019.2,9.82,Stormy,37.84,Safe
8.03,2.66,2.13,9.31,480.17,91.17,0.0223,144.91,73.08,1456,70,70,Collector,2195,50,1095.53,954.87,65,39.65,18.3,1015.56,40.45,Sunny,82.29,Unsafe
7.02,4.19,1.8,7.94,601.8,66.37,0.0375,162.61,49.78,1618,83,37,Arterial,1687,50,1169.15,827.06,32,21.46,11.8,1043.83,35.95,Sunny,10.41,Safe
7.46,2.25,3.91,6.16,582.4,29.89,0.0248,38.79,51.41,1017,61,64,Arterial,2619,50,133.51,258.27,29,6.82,76.85,1048.86,24.11,Stormy,25.34,Safe
8.48,2.23,3.73,9.11,1312.08,48.99,0.044,18.54,86.99,1651,10,71,Collector,994,30,1013.89,537.56,84,-0.7,50.67,1041.44,3.68,Stormy,55.86,Unsafe
7.87,1.42,4.53,6.2,297.09,76.26,0.0375,34.41,62.93,1554,7,60,Arterial,618,70,533.45,204.33,5,39.95,49.23,994.5,6.39,Cloudy,90.78,Unsafe
8.18,4.13,1.98,5.45,603.14,81.3,0.0043,74.78,67.01,1742,62,96,Local,1612,40,416.27,470.92,9,4.87,29.61,1049.42,30.12,Sunny,42.82,Safe
7.33,4.93,2.82,3.88,1337.41,34.33,0.0376,191.75,43.75,1086,90,55,Local,1181,50,829.19,770.05,23,44.49,82.75,983.44,14.79,Rainy,85.96,Unsafe
8.04,1.43,4.46,8.89,72.19,32.61,0.0133,18.13,58.64,1817,45,52,Local,2584,40,413.14,762.81,94,2.13,33.91,989.02,29.82,Stormy,25.97,Safe
6.58,0.47,4.97,1.67,1424.41,73.62,0.0387,184.76,24.32,1485,32,56,Arterial,2895,40,176.96,774.3,97,18.04,81.6,1025.13,4.78,Sunny,41.22,Safe
6.75,4.11,4.85,5.0,1353.41,68.64,0.0474,116.65,54.42,1167,52,17,Local,659,40,852.81,215.16,15,21.51,32.64,999.02,37.33,Sunny,44.62,Safe
6.91,3.18,3.59,5.61,655.88,51.32,0.0465,29.44,84.22,1460,80,27,Local,662,70,804.7,428.88,56,7.32,45.33,1025.87,47.52,Cloudy,58.29,Unsafe
7.3,4.81,0.72,5.77,996.89,42.03,0.0063,39.02,32.92,1418,25,3,Local,2170,70,956.65,706.68,58,44.67,16.2,1032.57,22.16,Sunny,79.91,Unsafe
8.19,1.41,0.12,6.69,1487.05,65.72,0.0027,140.97,81.16,1440,88,92,Arterial,1635,70,694.78,113.07,55,23.87,52.79,981.67,47.21,Stormy,92.78,Unsafe
7.19,0.54,4.13,5.31,854.68,3.24,0.0388,125.61,49.94,1695,41,98,Collector,1131,60,967.94,341.43,84,23.56,75.17,1005.91,19.23,Cloudy,42.47,Safe
7.81,2.56,4.2,2.94,190.5,7.57,0.0355,41.82,22.16,1027,88,29,Local,751,40,58.38,611.89,49,38.7,62.17,990.5,26.13,Cloudy,44.95,Safe
7.92,0.61,3.73,8.64,1287.78,57.31,0.0088,181.82,96.26,1445,45,4,Local,1917,60,934.2,518.52,47,24.08,76.83,1015.99,47.39,Cloudy,10.54,Safe
7.67,1.46,1.4,6.75,244.52,21.03,0.0342,35.25,34.51,1098,2,27,Arterial,569,30,553.47,82.27,67,18.86,60.41,986.55,26.69,Rainy,70.78,Unsafe
7.21,0.8,3.2,8.65,423.04,77.48,0.0008,107.2,46.78,1086,4,84,Arterial,1146,40,707.88,718.91,89,18.81,90.48,1043.78,19.49,Stormy,41.84,Safe
7.65,1.28,1.58,3.12,1316.6,77.24,0.0316,110.38,58.46,1526,90,76,Collector,799,50,1073.03,381.12,2,30.73,98.69,993.69,9.15,Stormy,65.75,Unsafe
7.18,0.71,2.25,6.55,421.24,71.0,0.0416,175.4,95.96,1135,10,99,Local,1413,40,941.92,934.41,7,12.46,77.32,1029.65,48.17,Stormy,60.28,Unsafe
6.67,4.78,1.91,7.28,1130.37,90.36,0.0321,14.21,66.49,1014,97,74,Arterial,1088,70,798.54,282.3,61,20.53,50.47,991.66,7.86,Sunny,0.58,Safe
8.49,1.54,4.57,4.14,699.13,14.08,0.0033,35.93,92.43,1192,80,14,Arterial,1923,40,218.99,980.75,33,11.16,52.77,1047.59,28.81,Cloudy,4.0,Safe
6.75,2.33,1.17,8.22,1151.64,25.92,0.0495,42.43,65.16,1290,21,56,Arterial,593,30,339.94,878.89,1,39.68,68.19,1002.58,47.35,Rainy,86.82,Unsafe
6.64,4.51,2.89,0.52,386.91,25.23,0.0178,21.95,36.43,1057,5,22,Collector,1521,70,450.44,743.33,24,5.27,28.84,1042.38,0.53,Cloudy,16.36,Safe
8.26,3.45,1.8,6.15,658.37,78.24,0.019,129.98,65.15,1587,45,24,Arterial,964,70,1123.83,228.47,60,23.8,38.41,1003.15,10.35,Cloudy,47.54,Safe
7.1,3.17,3.32,6.33,511.33,52.13,0.0042,53.62,28.04,1904,48,90,Collector,1303,70,940.29,672.23,32,11.03,48.43,1008.73,16.5,Cloudy,35.31,Safe
7.8,3.59,2.82,5.57,411.11,25.27,0.0084,119.57,29.36,1422,6,11,Arterial,1915,50,625.64,162.42,63,22.65,25.81,1001.39,37.82,Rainy,55.78,Unsafe
7.16,4.18,4.62,6.49,505.92,13.64,0.0136,158.7,29.25,1352,26,84,Collector,2705,30,922.84,605.88,15,21.06,13.72,984.31,6.53,Rainy,31.02,Safe
7.28,4.41,0.51,2.09,518.34,89.3,0.04,87.62,20.98,1788,19,72,Local,881,60,352.52,700.47,1,18.16,59.59,981.15,40.44,Sunny,41.62,Safe
7.02,3.28,1.1,7.01,1435.3,69.21,0.0346,156.08,32.1,1350,50,29,Arterial,734,50,222.3,337.41,37,17.58,51.23,995.82,17.3,Stormy,17.06,Safe
7.19,4.47,3.83,3.69,823.18,52.85,0.0292,157.8,48.24,1955,43,73,Local,1505,60,724.9,994.16,97,17.05,84.68,983.46,42.11,Stormy,49.71,Safe
7.32,2.77,1.84,4.79,719.98,96.55,0.0432,60.05,25.77,1477,79,38,Collector,1526,70,538.64,96.52,79,15.55,63.48,992.82,46.82,Stormy,86.81,Unsafe
7.94,1.53,0.83,3.66,779.81,84.96,0.0499,12.99,20.49,1170,23,70,Arterial,1675,70,577.71,605.32,23,2.12,82.74,1021.22,17.5,Cloudy,95.36,Unsafe
7.52,4.42,2.52,5.0,1494.39,17.81,0.0192,29.62,28.98,1062,41,92,Collector,1615,60,245.47,723.68,20,41.38,42.22,988.79,32.94,Cloudy,20.55,Safe
8.39,2.8,3.26,6.4,997.7,50.81,0.0196,166.47,94.88,1681,83,90,Local,1023,40,468.67,152.37,61,43.85,68.0,1042.36,16.29,Cloudy,14.95,Safe
6.58,4.55,0.22,8.46,1070.06,48.61,0.0368,87.01,62.05,1210,14,9,Collector,2071,30,1171.21,900.83,72,18.13,61.7,1037.34,20.82,Rainy,18.02,Safe
7.51,0.39,1.46,5.09,504.75,84.43,0.0322,169.43,54.8,1161,18,45,Collector,966,40,140.75,567.31,79,17.21,86.5,998.53,17.8,Rainy,41.86,Safe
7.67,2.11,4.05,3.57,733.73,14.91,0.0007,114.03,58.97,1381,21,26,Local,1571,70,1181.53,964.15,7,15.13,68.43,1001.11,16.19,Rainy,9.11,Safe
8.34,4.75,2.6,5.14,316.89,45.18,0.0328,47.51,64.38,1656,89,89,Arterial,998,60,748.17,467.8,31,5.91,12.85,1035.65,23.88,Sunny,81.95,Unsafe
6.6,1.4,0.18,7.04,1043.52,63.65,0.036,145.33,28.63,1481,67,52,Collector,2035,50,524.55,944.36,49,-1.19,59.82,1020.77,0.39,Cloudy,26.2,Safe
7.65,4.72,1.41,3.79,549.52,94.53,0.0493,116.06,66.78,1320,81,6,Collector,2714,70,52.26,573.15,81,-3.84,68.03,1041.51,13.68,Cloudy,43.0,Safe
8.21,4.78,3.2,4.44,1135.02,89.93,0.0293,76.84,86.74,1885,15,21,Arterial,1331,70,552.84,227.54,66,23.2,74.62,1023.88,34.14,Rainy,22.86,Safe
6.98,4.43,1.0,5.85,359.08,53.38,0.0342,26.67,64.85,1920,14,60,Arterial,2885,50,565.83,446.97,27,30.43,71.11,985.04,12.55,Rainy,18.91,Safe
8.25,2.91,4.14,3.29,635.08,60.67,0.0394,29.44,90.64,1866,99,59,Local,886,40,321.24,452.45,60,-0.39,94.28,1049.72,11.55,Stormy,2.56,Safe
6.54,3.31,3.38,2.49,733.22,85.24,0.0048,45.82,31.06,1185,36,21,Collector,1852,40,1036.13,885.96,7,19.43,50.27,1019.7,14.57,Cloudy,43.81,Safe
7.96,4.37,2.36,1.83,291.46,74.44,0.0367,137.86,86.07,1905,15,91,Local,737,40,481.84,528.93,38,3.51,12.52,981.15,48.67,Rainy,87.15,Unsafe
8.37,3.92,4.58,3.85,150.91,87.93,0.0273,148.31,73.01,1736,86,11,Collector,921,70,177.77,815.48,56,2.77,15.43,1005.16,26.01,Cloudy,23.51,Safe
7.81,3.22,1.96,0.96,509.75,89.59,0.005,129.87,68.29,1973,77,20,Arterial,2185,30,1019.22,822.42,29,31.74,31.75,1021.03,37.58,Rainy,17.21,Safe
7.38,4.91,1.18,6.04,840.09,83.26,0.0335,74.08,67.1,1757,16,17,Arterial,1224,60,804.9,512.41,14,41.09,12.74,1024.42,7.17,Rainy,42.86,Safe
6.59,3.49,3.31,2.17,996.38,0.94,0.0117,93.69,29.52,1517,17,98,Collector,611,60,109.52,108.63,40,40.31,32.01,1036.13,14.28,Rainy,90.44,Unsafe
8.34,4.88,2.87,4.09,666.64,31.09,0.0269,144.82,71.36,1817,81,51,Arterial,2482,30,134.28,807.4,48,9.19,17.87,1015.91,38.54,Rainy,35.43,Safe
7.44,0.48,1.68,3.06,775.4,40.35,0.014,135.37,51.9,1275,6,64,Collector,2622,40,1171.04,940.54,2,7.93,29.75,1002.15,34.62,Sunny,39.29,Safe
6.56,0.87,1.72,6.49,837.63,67.79,0.0052,156.87,25.06,1892,37,55,Arterial,1614,60,1047.73,976.37,49,20.39,19.52,1022.57,36.38,Cloudy,88.85,Unsafe
7.88,2.37,1.99,8.58,792.27,30.69,0.0125,55.82,36.42,1941,28,86,Collector,1648,40,1064.37,268.57,86,43.44,15.66,1000.76,21.89,Cloudy,45.43,Safe
7.46,2.05,1.46,6.52,180.98,32.36,0.0219,10.85,55.41,1971,88,16,Arterial,2837,70,161.3,151.99,97,-2.81,15.46,1003.17,40.19,Rainy,61.79,Unsafe
6.75,3.96,3.55,5.65,637.25,40.02,0.0247,60.62,99.44,1346,72,85,Arterial,2257,30,191.62,154.94,45,41.63,51.9,999.08,36.18,Stormy,24.77,Safe
6.93,0.97,3.26,6.86,346.28,95.53,0.0074,76.1,54.45,1394,24,77,Collector,1450,60,1185.29,686.25,38,2.49,33.32,1002.53,30.56,Sunny,49.86,Safe
6.63,4.89,2.2,0.78,823.92,43.72,0.016,192.5,31.98,1846,68,98,Arterial,1559,70,1190.24,942.95,65,12.29,98.18,1039.03,37.21,Cloudy,63.33,Unsafe
7.65,1.71,1.99,1.67,1149.21,14.07,0.043,51.37,92.14,1923,96,54,Collector,1023,30,587.5,91.78,1,8.87,17.76,992.64,22.74,Sunny,40.59,Safe
7.74,2.26,1.83,1.4,890.26,0.64,0.0455,167.02,22.82,1628,67,54,Arterial,2817,70,890.47,467.61,91,29.45,17.6,992.97,8.93,Cloudy,89.94,Unsafe
7.51,1.52,1.42,1.43,371.64,23.66,0.0268,128.28,30.14,1101,38,56,Arterial,2441,70,896.86,717.87,80,31.94,73.52,991.74,43.92,Cloudy,60.61,Unsafe
8.13,2.98,0.43,2.97,351.25,93.88,0.0245,41.83,57.9,1245,58,7,Collector,1363,50,1188.54,810.88,83,33.05,42.93,1039.79,31.85,Sunny,90.61,Unsafe
8.22,0.48,1.34,5.55,103.65,95.5,0.0291,86.67,27.42,1001,88,96,Collector,2994,40,946.84,462.36,4,-1.09,16.3,1033.93,12.06,Cloudy,21.4,Safe
7.73,0.92,1.61,1.59,668.25,52.9,0.0107,106.93,65.73,1959,91,13,Local,926,60,418.59,14.6,2,-0.95,68.24,1044.2,44.88,Rainy,2.3,Safe
6.53,3.78,2.74,9.38,677.65,64.64,0.0497,75.39,32.62,1141,23,96,Local,1873,70,806.64,139.95,7,40.22,64.39,996.6,46.95,Stormy,30.09,Safe
7.89,1.1,3.87,8.62,392.83,79.59,0.0373,52.97,72.07,1580,85,83,Arterial,2791,70,606.29,89.43,47,34.76,60.38,1016.64,21.09,Cloudy,91.81,Unsafe
7.34,1.33,1.98,9.73,1158.17,5.59,0.0119,58.04,29.41,1750,20,88,Local,2378,70,558.56,537.25,18,40.9,57.06,1007.17,30.23,Sunny,81.67,Unsafe
7.63,4.01,4.72,0.9,610.41,37.43,0.0136,121.19,84.81,1868,67,44,Arterial,2051,30,596.2,720.04,80,29.61,55.03,1033.72,41.95,Stormy,59.76,Unsafe
7.8,0.65,4.14,8.59,1020.63,64.22,0.0324,140.74,78.71,1201,83,40,Local,2842,50,1085.65,747.1,79,-2.11,69.8,1019.08,34.45,Stormy,65.85,Unsafe
7.2,2.3,4.92,8.14,978.1,89.83,0.0161,99.1,94.03,1077,40,69,Local,1791,60,441.04,335.36,8,29.34,39.83,1039.89,20.96,Rainy,90.87,Unsafe
8.33,0.31,4.38,9.07,926.87,72.68,0.0178,188.93,25.47,1849,1,28,Collector,2503,40,810.12,232.17,73,40.17,52.32,1032.0,2.84,Stormy,83.86,Unsafe
6.77,1.86,3.08,5.52,1366.7,35.01,0.039,148.43,64.42,1758,21,81,Arterial,609,50,1168.47,492.81,82,11.6,43.75,1009.92,19.18,Cloudy,79.75,Unsafe
7.84,3.56,2.99,7.98,73.04,91.0,0.0133,179.43,76.71,1225,50,40,Collector,2770,30,431.09,501.74,98,0.38,42.96,1006.97,49.37,Cloudy,3.59,Safe
6.51,0.63,0.65,0.99,148.65,66.46,0.0353,100.38,92.21,1208,10,94,Collector,2968,50,852.25,872.31,90,-0.9,44.26,1038.94,12.79,Rainy,52.68,Unsafe
8.35,4.46,3.61,1.22,1097.1,83.02,0.0467,12.83,58.56,1539,30,62,Local,1447,30,209.67,859.54,75,0.57,11.04,1038.1,28.75,Cloudy,46.33,Safe
6.73,4.57,3.0,1.63,562.61,38.55,0.0062,122.49,96.11,1037,29,59,Collector,1873,30,1036.58,174.96,58,-0.32,14.86,987.67,8.15,Sunny,98.38,Unsafe
6.69,0.7,2.53,9.19,1480.46,0.22,0.0072,165.47,29.8,1350,3,50,Local,2476,50,1008.22,78.82,39,24.5,49.78,984.91,25.22,Rainy,50.09,Unsafe
7.17,4.96,3.47,1.08,363.8,16.62,0.0471,111.94,54.66,1160,12,11,Local,901,60,291.58,450.28,62,6.74,13.33,992.42,34.5,Stormy,16.77,Safe
7.25,1.63,2.22,1.45,315.96,92.72,0.0102,117.9,40.25,1867,93,15,Arterial,2429,30,163.48,587.08,2,-2.92,94.28,1001.63,39.09,Sunny,9.88,Safe
